human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
HIPK1	1	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
HIPK2	7	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, LOCATE, scConnect, OmniPath, ComPPI, UniProt	TRUE	CollecTRI;TRRUST_CollecTRI
HIPK3	11	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt, scConnect	FALSE	NA
HIPK4	19	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
HIRA	22	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, UniProt, ComPPI, GO_Intercell	TRUE	CollecTRI;TRRUST_CollecTRI
HIRIP3	16	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
HIVEP1	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, LOCATE, OmniPath, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;ARACNe-GTEx_DoRothEA;DoRothEA;FANTOM4_DoRothEA;NTNU.Curated_CollecTRI
HIVEP2	6	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, ComPPI, UniProt, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;SIGNOR;SIGNOR_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;GEREDB_CollecTRI;DoRothEA;FANTOM4_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA
HIVEP3	1	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, OmniPath, GO_Intercell, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI
HJURP	2	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
HJV	1	protein	receptor, cell_adhesion, adhesion, plasma_membrane, cytokine, transmembrane, cell_surface, transmembrane_predicted, transmembrane_tmhmm, repulsive_guidance, transmembrane_phobius, transmembrane_sosui	receptor, cell_adhesion, adhesion, plasma_membrane, transmembrane, cell_surface, transmembrane_predicted	12	TRUE	CellCellInteractions, talklr, OmniPath, LRdb, UniProt, Cellinker, Baccin2019, Ramilowski_location, Surfaceome, LOCATE, Ramilowski2015, Phobius, Almen2009, iTALK, connectomeDB2020, HGNC, GO_Intercell, CellTalkDB, EMBRACE	FALSE	NA
HK1	10	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, LOCATE, UniProt	FALSE	NA
HK2	2	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, LOCATE, ComPPI, UniProt	FALSE	NA
HK3	5	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	FALSE	NA
HKDC1	10	protein	intracellular, transmembrane_predicted, transmembrane_tmhmm, transmembrane_phobius, transmembrane_sosui, transmembrane	intracellular, transmembrane, transmembrane_predicted	3	TRUE	ComPPI, OmniPath, Almen2009, GO_Intercell, UniProt	FALSE	NA
HLA-DMA	6	protein	cell_surface_ligand, intracellular, transmembrane, cell_surface, transmembrane_predicted, mhc, transmembrane_sosui, ligand, transmembrane_tmhmm, plasma_membrane_transmembrane, transmembrane_phobius, extracellular	cell_surface_ligand, intracellular, transmembrane_predicted, cell_surface, transmembrane, ligand, plasma_membrane_transmembrane, extracellular	11	TRUE	OmniPath, GO_Intercell, Phobius, TopDB, Almen2009, UniProt, Surfaceome, Ramilowski_location, CellChatDB, ComPPI, Membranome, OPM	FALSE	NA
HLA-DMB	6	protein	intracellular, transmembrane, transmembrane_phobius, cell_surface, transmembrane_sosui, ligand, transmembrane_predicted, cell_surface_ligand, plasma_membrane_transmembrane, mhc, extracellular, transmembrane_tmhmm	intracellular, transmembrane_predicted, cell_surface, ligand, transmembrane, cell_surface_ligand, plasma_membrane_transmembrane, extracellular	7	TRUE	LOCATE, Phobius, GO_Intercell, Almen2009, Surfaceome, UniProt, OmniPath, Ramilowski_location, TopDB, CellChatDB, ComPPI, Membranome	FALSE	NA
HLA-DOA	6	protein	intracellular, transmembrane, receptor, ligand, cell_surface_ligand, extracellular, cell_surface, transmembrane_phobius, mhc, transmembrane_sosui, transmembrane_predicted, transmembrane_tmhmm	intracellular, transmembrane, receptor, ligand, cell_surface_ligand, extracellular, cell_surface, transmembrane_predicted	9	TRUE	GO_Intercell, UniProt, CellCellInteractions, Almen2009, CellChatDB, OmniPath, ComPPI, Surfaceome, Phobius, TopDB, Ramilowski_location	FALSE	NA
HLA-DOB	6	protein	cell_surface, transmembrane, ligand, intracellular, plasma_membrane_transmembrane, mhc, extracellular, cell_surface_ligand, transmembrane_predicted, transmembrane_tmhmm, transmembrane_phobius	cell_surface, transmembrane, ligand, transmembrane_predicted, intracellular, plasma_membrane_transmembrane, cell_surface_ligand, extracellular	8	TRUE	OmniPath, UniProt, Surfaceome, Phobius, GO_Intercell, TopDB, Almen2009, ComPPI, LOCATE, Ramilowski_location, CellChatDB, Membranome	FALSE	NA
HLA-DQB1	6	protein	ligand, transmembrane, intracellular, cell_surface_ligand, checkpoint, plasma_membrane, plasma_membrane_transmembrane, cell_surface, extracellular	ligand, transmembrane, intracellular, cell_surface_ligand, plasma_membrane, plasma_membrane_transmembrane, transmembrane_predicted, cell_surface, extracellular	7	TRUE	OmniPath, LOCATE, GO_Intercell, ICELLNET, Ramilowski_location, CSPA, UniProt, Phobius, CellChatDB, Surfaceome, Membranome, TopDB, ComPPI	FALSE	NA
HLA-DQB2	6	protein	transmembrane, intracellular, checkpoint, cell_surface, ligand, plasma_membrane_transmembrane, plasma_membrane	transmembrane_predicted, transmembrane, intracellular, ligand, cell_surface, plasma_membrane_transmembrane, plasma_membrane	6	TRUE	Phobius, UniProt, OmniPath, ICELLNET, Surfaceome, GO_Intercell, LOCATE, Ramilowski_location, CSPA, Membranome	FALSE	NA
HLA-DRA	6	protein	adhesion, ligand, transmembrane, checkpoint, cell_surface, plasma_membrane_transmembrane, cell_adhesion, transmembrane_tmhmm, intracellular, cell_surface_ligand, plasma_membrane, mhc, transmembrane_sosui, extracellular, transmembrane_predicted, transmembrane_phobius	adhesion, ligand, transmembrane, cell_surface, plasma_membrane_transmembrane, cell_adhesion, transmembrane_predicted, intracellular, cell_surface_ligand, plasma_membrane, extracellular	19	TRUE	OmniPath, Almen2009, UniProt, ICELLNET, Ramilowski_location, Surfaceome, GO_Intercell, CSPA, Cellinker, Phobius, ComPPI, LOCATE, CellChatDB, Membranome, TopDB	FALSE	NA
HLA-DRB1	6	protein	plasma_membrane_transmembrane, cell_surface_ligand, ligand, ecm, transmembrane_predicted, plasma_membrane, transmembrane, cell_adhesion, intracellular, extracellular, transmembrane_sosui, transmembrane_tmhmm, cell_surface, transmembrane_phobius, checkpoint, mhc, adhesion	plasma_membrane_transmembrane, cell_surface_ligand, ligand, ecm, transmembrane, plasma_membrane, cell_adhesion, intracellular, extracellular, transmembrane_predicted, cell_surface, adhesion	15	TRUE	Membranome, OmniPath, iTALK, Ramilowski_location, GO_Intercell, DGIdb, UniProt, ICELLNET, Almen2009, Phobius, Surfaceome, Cellinker, CSPA, CellChatDB, LOCATE, ComPPI, TopDB	FALSE	NA
HLA-DRB5	6	protein	transmembrane, intracellular, transmembrane_sosui, cell_surface, ligand, transmembrane_phobius, checkpoint, plasma_membrane_transmembrane, plasma_membrane, extracellular, transmembrane_predicted, cell_surface_ligand, transmembrane_tmhmm, mhc	transmembrane, transmembrane_predicted, intracellular, cell_surface, ligand, plasma_membrane_transmembrane, plasma_membrane, extracellular, cell_surface_ligand	9	TRUE	UniProt, Phobius, ComPPI, Almen2009, Surfaceome, OmniPath, GO_Intercell, ICELLNET, CSPA, Ramilowski_location, CellChatDB, Membranome, TopDB	FALSE	NA
HLA-E	6	protein	ligand, cell_surface_ligand, transmembrane, receptor, extracellular, antigen_binding, intracellular, plasma_membrane, cell_surface, plasma_membrane_transmembrane, cell_adhesion, secreted, adhesion	ligand, cell_surface_ligand, transmembrane, receptor, extracellular, intracellular, plasma_membrane, cell_surface, plasma_membrane_transmembrane, cell_adhesion, secreted, transmembrane_predicted, adhesion	6	TRUE	LRdb, CellPhoneDB, UniProt, connectomeDB2020, OmniPath, CellChatDB, Ramilowski_location, DGIdb, Ramilowski2015, ICELLNET, TopDB, CellCellInteractions, LOCATE, Baccin2019, Membranome, Cellinker, Phobius, Surfaceome, GO_Intercell, CSPA, ComPPI, talklr, CellTalkDB, iTALK	FALSE	NA
HLCS	21	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	OmniPath, GO_Intercell, LOCATE, UniProt, ComPPI	FALSE	NA
HLF	17	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;GEREDB_CollecTRI;ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA
HLTF	3	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, GO_Intercell, ComPPI, OmniPath	TRUE	ABS
HLX	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	TRUE	CollecTRI;ExTRI_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;SIGNOR;SIGNOR_CollecTRI;GEREDB_CollecTRI
HM13	20	protein	transmembrane, cell_surface, intracellular, plasma_membrane	transmembrane, cell_surface, intracellular, transmembrane_predicted, plasma_membrane	6	TRUE	LOCATE, OmniPath, UniProt, Phobius, Ramilowski_location, GO_Intercell, Surfaceome, TopDB, ComPPI	FALSE	NA
HMBOX1	8	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, GO_Intercell, UniProt, OmniPath	TRUE	CollecTRI;ExTRI_CollecTRI;CytReg_CollecTRI;GOA_CollecTRI;SIGNOR;SIGNOR_CollecTRI;ARACNe-GTEx_DoRothEA;DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA
HMBS	11	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt, LOCATE	FALSE	NA
HMCES	3	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
HMCN1	1	protein	ecm, secreted, intracellular, fibulin, glycoprotein	ecm, secreted, intracellular	5	FALSE	MatrixDB, HPA_secretome, Ramilowski_location, GO_Intercell, HGNC, OmniPath, UniProt, Matrisome, CellCellInteractions	FALSE	NA
HMCN2	9	protein	ecm, secreted, transmembrane, fibulin, glycoprotein	ecm, secreted, transmembrane	4	TRUE	UniProt, GO_Intercell, OmniPath, HPA_secretome, HGNC, Matrisome, CellCellInteractions, MatrixDB	FALSE	NA
HMG20A	15	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, LOCATE, ComPPI	FALSE	NA
HMG20B	19	protein	intracellular	intracellular	3	FALSE	UniProt, LOCATE, ComPPI, OmniPath, GO_Intercell	TRUE	CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;SIGNOR
HMGA1	6	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, LOCATE, OmniPath, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;CytReg_CollecTRI;GEREDB_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;ARACNe-GTEx_DoRothEA;SIGNOR_CollecTRI;IntAct_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA
HMGA2	12	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, GO_Intercell, UniProt, OmniPath	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;TFactS_CollecTRI;CytReg_CollecTRI
HMGB2	4	protein	intracellular, secreted, extracellular, ligand	intracellular, secreted, extracellular, ligand	3	FALSE	ComPPI, UniProt, OmniPath, LOCATE, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;NTNU.Curated_CollecTRI
HMGB3	X	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, ComPPI, GO_Intercell, UniProt	FALSE	NA
HMGB4	1	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
HMGCL	1	protein	intracellular, extracellular	intracellular, extracellular	3	FALSE	UniProt, ComPPI, LOCATE, OmniPath, GO_Intercell	FALSE	NA
HMGCLL1	6	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
HMGCR	5	protein	transmembrane, extracellular, intracellular, receptor	transmembrane, extracellular, intracellular, receptor, transmembrane_predicted	6	TRUE	LOCATE, TopDB, OmniPath, ComPPI, UniProt, Ramilowski_location, scConnect, Phobius, GO_Intercell	FALSE	NA
HMGCS1	5	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, scConnect, GO_Intercell, OmniPath, UniProt, ComPPI	FALSE	NA
HMGCS2	1	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, scConnect, OmniPath, GO_Intercell, ComPPI, LOCATE	FALSE	NA
HMGN3	6	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	TRUE	DoRothEA;ENCODE-proximal;ReMap_DoRothEA;ENCODE-distal
HMGN5	X	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
HMGXB3	5	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
HMGXB4	22	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, OmniPath, GO_Intercell, ComPPI	TRUE	Pavlidis2021_CollecTRI
HMMR	5	protein	cell_adhesion, plasma_membrane_transmembrane, receptor, intracellular, transferrin, other_receptor_family, adhesion, cell_surface, plasma_membrane, cell_surface_ligand, extracellular	cell_adhesion, plasma_membrane_transmembrane, receptor, intracellular, adhesion, cell_surface, plasma_membrane, cell_surface_ligand, extracellular	9	TRUE	Cellinker, HPMR, Ramilowski2015, GO_Intercell, iTALK, LOCATE, OmniPath, Baccin2019, ComPPI, talklr, EMBRACE, UniProt, connectomeDB2020, LRdb, CellTalkDB	FALSE	NA
HMOX1	22	protein	transmembrane, transmembrane_tmhmm, receptor, transmembrane_phobius, intracellular, ecm, transmembrane_predicted, transmembrane_sosui	transmembrane, transmembrane_predicted, receptor, intracellular, ecm	7	TRUE	UniProt, OmniPath, Almen2009, LOCATE, TopDB, Phobius, scConnect, GO_Intercell, ComPPI, Ramilowski_location	FALSE	NA
HMOX2	16	protein	transmembrane, intracellular, receptor	transmembrane, intracellular, transmembrane_predicted, receptor	5	TRUE	OmniPath, UniProt, ComPPI, LOCATE, Phobius, Ramilowski_location, scConnect, GO_Intercell	FALSE	NA
HMX1	4	protein	intracellular, transmembrane	intracellular, transmembrane	2	TRUE	UniProt, OmniPath, Ramilowski_location, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI
HMX2	10	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI
HMX3	10	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	TRUE	CollecTRI;GEREDB_CollecTRI
HNF1A	12	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, LOCATE, ComPPI	TRUE	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;ORegAnno;ORegAnno_DoRothEA;PAZAR_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;ARACNe-GTEx_DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;TFactS_DoRothEA;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;Pavlidis2021_CollecTRI;CytReg_CollecTRI
HNF1B	17	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	TRUE	CollecTRI;ExTRI_CollecTRI;DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;GEREDB_CollecTRI;SIGNOR_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;ARACNe-GTEx_DoRothEA
HNF4A	20	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, GO_Intercell, UniProt, ComPPI	TRUE	CollecTRI;DoRothEA;ExTRI_CollecTRI;IntAct_DoRothEA;PAZAR_DoRothEA;ENCODE-distal;ENCODE-proximal;ARACNe-GTEx_DoRothEA;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;ReMap_DoRothEA;TFactS_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;ABS;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_CollecTRI;ORegAnno;ORegAnno_DoRothEA;JASPAR_DoRothEA;TFactS_DoRothEA;TFe_DoRothEA;SIGNOR_CollecTRI
HNF4G	8	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;SIGNOR;SIGNOR_CollecTRI;DoRothEA;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TFe_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;JASPAR_DoRothEA;ENCODE-proximal;ReMap_DoRothEA;ENCODE-distal;ARACNe-GTEx_DoRothEA
HNMT	2	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, LOCATE, OmniPath	FALSE	NA
HNRNPA0	5	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, LOCATE, ComPPI, GO_Intercell	FALSE	NA
HNRNPA1	12	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, LOCATE, OmniPath	TRUE	SIGNOR
HNRNPA2B1	7	protein	intracellular, extracellular, secreted	intracellular, extracellular, secreted	3	FALSE	ComPPI, OmniPath, GO_Intercell, LOCATE, UniProt	FALSE	NA
HNRNPA3	2	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
HNRNPAB	5	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, LOCATE, ComPPI	FALSE	NA
HNRNPC	14	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
HNRNPCL1	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
HNRNPCL2	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
HNRNPCL3	1	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
HNRNPCL4	1	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
HNRNPD	4	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
HNRNPDL	4	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
HNRNPF	10	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
HNRNPH1	5	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell, LOCATE	FALSE	NA
HNRNPH2	X	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
HNRNPH3	10	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, OmniPath, UniProt, GO_Intercell	FALSE	NA
HNRNPK	9	protein	intracellular, adhesion, cell_adhesion, plasma_membrane	intracellular, adhesion, cell_adhesion, plasma_membrane	3	TRUE	GO_Intercell, ComPPI, OmniPath, LOCATE, UniProt, Cellinker	FALSE	NA
HNRNPL	19	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	LOCATE, GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
HNRNPLL	2	protein	intracellular	intracellular	2	FALSE	ComPPI, LOCATE, GO_Intercell, OmniPath	FALSE	NA
HNRNPM	19	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, LOCATE, OmniPath, GO_Intercell	FALSE	NA
HNRNPR	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, LOCATE, OmniPath, UniProt	FALSE	NA
HNRNPU	1	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
HNRNPUL1	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt, LOCATE	FALSE	NA
HNRNPUL2	11	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	FALSE	NA
HOATZ	11	protein	intracellular	intracellular	2	FALSE	UniProt, GO_Intercell, OmniPath	FALSE	NA
HOGA1	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
HOMER1	5	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, LOCATE, GO_Intercell, OmniPath	FALSE	NA
HOMER2	15	protein	intracellular, extracellular, plasma_membrane	intracellular, extracellular, plasma_membrane	3	FALSE	GO_Intercell, OmniPath, ComPPI, LOCATE, UniProt	FALSE	NA
HOMER3	19	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell, LOCATE	FALSE	NA
HOMEZ	14	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
HOOK1	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, UniProt, OmniPath, ComPPI	FALSE	NA
HOOK2	19	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
HOOK3	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, LOCATE, ComPPI	FALSE	NA
HOPX	4	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI
HORMAD1	1	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
HORMAD2	22	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
HOXA1	7	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;GOA_CollecTRI
HOXA10	7	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, LOCATE, OmniPath, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;DoRothEA;GEREDB_CollecTRI;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;SIGNOR;HOCOMOCO_DoRothEA;GOA_CollecTRI;ARACNe-GTEx_DoRothEA
