mouse_gene_symbol	mouse_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	database_tf
Ints2	11	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	5	TRUE	GO_Intercell, UniProt, Ramilowski_location, OmniPath, ComPPI, Phobius, LOCATE	NA
Ints3	3	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	NA
Ints4	7	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Ints5	19	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	4	TRUE	Ramilowski_location, OmniPath, UniProt, ComPPI, GO_Intercell, Phobius	NA
Ints6	14	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Ints6l	X	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	NA
Ints7	1	protein	intracellular, transmembrane	intracellular, transmembrane_predicted, transmembrane	3	TRUE	ComPPI, UniProt, GO_Intercell, Phobius, Ramilowski_location, OmniPath	NA
Ints8	4	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Ints9	14	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Intu	3	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Invs	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Ip6k1	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, LOCATE, ComPPI, OmniPath	NA
Ip6k2	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Ip6k3	17	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Ipcef1	10	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	LOCATE, UniProt, GO_Intercell, ComPPI, OmniPath	NA
Ipmk	10	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, UniProt, ComPPI, GO_Intercell	NA
Ipo11	13	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	NA
Ipo13	4	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI, LOCATE	NA
Ipo4	14	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, UniProt, LOCATE, GO_Intercell, ComPPI	NA
Ipo5	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, LOCATE, UniProt, OmniPath	NA
Ipo7	7	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Ipo8	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Ipo9	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Ipp	4	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	ComPPI, OmniPath, UniProt, GO_Intercell, LOCATE	NA
Ippk	13	protein	intracellular, ion_channel, transporter	intracellular, ion_channel, transporter	3	FALSE	UniProt, GO_Intercell, ComPPI, DGIdb, OmniPath	NA
Iqca	1	protein	intracellular	intracellular	2	FALSE	UniProt, OmniPath, GO_Intercell	NA
Iqcb1	16	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Iqcc	4	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Iqcd	5	protein	transmembrane, intracellular	transmembrane, intracellular	2	TRUE	Ramilowski_location, UniProt, GO_Intercell, OmniPath	NA
Iqcf1	9	protein	intracellular, transmembrane, transmembrane_predicted, transmembrane_tmhmm, transmembrane_phobius	intracellular, transmembrane, transmembrane_predicted	3	TRUE	OmniPath, Ramilowski_location, ComPPI, Almen2009, Phobius, GO_Intercell, UniProt	NA
Iqcf3	9	protein	transmembrane	transmembrane, transmembrane_predicted	1	TRUE	Ramilowski_location, OmniPath, Phobius	NA
Iqcf5	9	protein	transmembrane	transmembrane_predicted, transmembrane	1	TRUE	Phobius, Ramilowski_location, OmniPath	NA
Iqcf6	9	protein	transmembrane	transmembrane	1	TRUE	Ramilowski_location, OmniPath	NA
Iqcg	16	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Iqch	9	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Iqck	7	protein	transmembrane, intracellular	transmembrane, intracellular	1	TRUE	OmniPath, Ramilowski_location, ComPPI	NA
Iqcn	8	protein	transmembrane, intracellular	transmembrane, intracellular	2	TRUE	OmniPath, Ramilowski_location, GO_Intercell, ComPPI	NA
Iqgap1	7	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Iqgap2	13	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	NA
Iqgap3	3	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Iqschfp	3	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	NA
Iqsec1	6	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	3	TRUE	GO_Intercell, UniProt, Ramilowski_location, OmniPath, ComPPI, Phobius	NA
Iqsec2	X	protein	intracellular, transmembrane	intracellular, transmembrane_predicted, transmembrane	3	TRUE	GO_Intercell, Phobius, OmniPath, ComPPI, UniProt, Ramilowski_location	NA
Iqsec3	6	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	2	TRUE	UniProt, GO_Intercell, OmniPath, Phobius, Ramilowski_location	NA
Iqub	6	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	NA
Irag1	7	protein	transmembrane, intracellular, cell_surface	transmembrane, intracellular, cell_surface, transmembrane_predicted	5	TRUE	LOCATE, UniProt, GO_Intercell, Surfaceome, OmniPath, ComPPI, Ramilowski_location, Phobius	NA
Irak1	X	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, scConnect, OmniPath, GO_Intercell, ComPPI, UniProt	NA
Irak1bp1	9	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Irak2	6	protein	receptor, intracellular	receptor, intracellular	2	FALSE	OmniPath, LOCATE, ComPPI, scConnect, GO_Intercell	NA
Irak3	10	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, OmniPath, GO_Intercell, scConnect, UniProt	NA
Irak4	15	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, UniProt, ComPPI, LOCATE, OmniPath, GO_Intercell	NA
Ireb2	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, LOCATE, UniProt	NA
Irf1	11	protein	interferon_regulator, intracellular_intercellular_related, intracellular	intracellular_intercellular_related, intracellular	3	FALSE	HGNC, OmniPath, GO_Intercell, ComPPI, UniProt	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;NTNU.Curated_CollecTRI;CytReg_CollecTRI;FANTOM4_DoRothEA;ReMap_DoRothEA;TFe_DoRothEA;KEGG-MEDICUS;ARACNe-GTEx_DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;SIGNOR_CollecTRI;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_DoRothEA;ENCODE-distal;ORegAnno;ORegAnno_DoRothEA;GOA_CollecTRI
Irf2	8	protein	intracellular, intracellular_intercellular_related, interferon_regulator	intracellular, intracellular_intercellular_related	3	FALSE	UniProt, GO_Intercell, OmniPath, LOCATE, HGNC, ComPPI	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;DoRothEA;ReMap_DoRothEA;FANTOM4_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;CytReg_CollecTRI;JASPAR_DoRothEA;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;ARACNe-GTEx_DoRothEA
Irf2bp1	7	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Irf2bp2	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	NA
Irf2bpl	12	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath, LOCATE	CollecTRI;GOA_CollecTRI;SIGNOR;SIGNOR_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI
Irf3	7	protein	intracellular, intracellular_intercellular_related, interferon_regulator	intracellular, intracellular_intercellular_related	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt, HGNC	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;DoRothEA;JASPAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;KEGG-MEDICUS;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI;GOA_CollecTRI;ENCODE-proximal;ReMap_DoRothEA;ARACNe-GTEx_DoRothEA;FANTOM4_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;Pavlidis2021_CollecTRI;HOCOMOCO_DoRothEA
Irf4	13	protein	transmembrane_predicted, intracellular, intracellular_intercellular_related, transmembrane_phobius, interferon_regulator, transmembrane_tmhmm, transmembrane	transmembrane, intracellular, intracellular_intercellular_related, transmembrane_predicted	3	TRUE	OmniPath, UniProt, Almen2009, ComPPI, GO_Intercell, HGNC, LOCATE	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;IntAct_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI;NTNU.Curated_CollecTRI;DoRothEA;HOCOMOCO_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;ENCODE-distal;ReMap_DoRothEA;ENCODE-proximal;FANTOM4_DoRothEA;ARACNe-GTEx_DoRothEA;GOA_CollecTRI;IntAct_DoRothEA;JASPAR_DoRothEA
Irf5	6	protein	intracellular, intracellular_intercellular_related, interferon_regulator	intracellular, intracellular_intercellular_related	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath, HGNC	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;NTNU.Curated_CollecTRI;GOA_CollecTRI;SIGNOR_CollecTRI;IntAct_CollecTRI;IntAct_DoRothEA
Irf6	1	protein	intracellular, interferon_regulator, intracellular_intercellular_related	intracellular, intracellular_intercellular_related	3	FALSE	GO_Intercell, UniProt, HGNC, OmniPath, ComPPI	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;GOA_CollecTRI
Irf7	7	protein	intracellular, interferon_regulator, intracellular_intercellular_related	intracellular, intracellular_intercellular_related	3	FALSE	GO_Intercell, HGNC, UniProt, OmniPath, ComPPI	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;CytReg_CollecTRI;DoRothEA;GEREDB_CollecTRI;KEGG-MEDICUS;TRRUST_CollecTRI;TRRUST_DoRothEA;HOCOMOCO_DoRothEA
Irf8	8	protein	intracellular, interferon_regulator, intracellular_intercellular_related	intracellular, intracellular_intercellular_related	3	FALSE	OmniPath, UniProt, ComPPI, HGNC, GO_Intercell	CollecTRI;ExTRI_CollecTRI;CytReg_CollecTRI;DoRothEA;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;ARACNe-GTEx_DoRothEA;SIGNOR_CollecTRI;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;JASPAR_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA
Irf9	14	protein	interferon_regulator, intracellular, intracellular_intercellular_related	intracellular_intercellular_related, intracellular	3	FALSE	HGNC, GO_Intercell, OmniPath, ComPPI, UniProt, LOCATE	CollecTRI;ExTRI_CollecTRI;ARACNe-GTEx_DoRothEA;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;NTNU.Curated_CollecTRI;CytReg_CollecTRI;FANTOM4_DoRothEA;ReMap_DoRothEA
Irgc1	7	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Irgm1	11	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	NA
Irgm2	11	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	NA
Irgq	7	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Irs1	1	protein	intracellular_intercellular_related, intracellular, adhesion_cytoskeleton_adaptor	intracellular_intercellular_related, intracellular	2	FALSE	OmniPath, Adhesome, ComPPI, GO_Intercell	NA
Irs2	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Irs4	X	protein	plasma_membrane, intracellular, cell_adhesion, adhesion	plasma_membrane, intracellular, cell_adhesion, adhesion	2	TRUE	OmniPath, GO_Intercell, Cellinker, UniProt, ComPPI	NA
Irx1	13	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	ComPPI, UniProt, GO_Intercell, LOCATE, OmniPath	CollecTRI;GOA_CollecTRI;SIGNOR_CollecTRI;GEREDB_CollecTRI
Irx2	13	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	CollecTRI;GOA_CollecTRI;SIGNOR_CollecTRI
Irx3	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;GOA_CollecTRI;SIGNOR;SIGNOR_CollecTRI
Irx4	13	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI
Irx5	8	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Irx6	8	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, Ramilowski_location, ComPPI, UniProt, GO_Intercell	NA
Isca1	13	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, LOCATE, UniProt, OmniPath	NA
Isca2	12	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	NA
Isg15	4	protein	secreted, intracellular, extracellular	secreted, intracellular, extracellular	4	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath, LOCATE, HPA_secretome	NA
Isg20	7	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Isg20l2	3	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Isl1	13	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	CollecTRI;ExTRI_CollecTRI;ARACNe-GTEx_DoRothEA;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;GEREDB_CollecTRI;Pavlidis2021_CollecTRI
Isl2	9	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI
Islr	9	protein	secreted, intracellular, transmembrane	secreted, intracellular, transmembrane	3	TRUE	UniProt, HPA_secretome, OmniPath, Ramilowski_location, GO_Intercell	NA
Islr2	9	protein	transmembrane, plasma_membrane_transmembrane, cell_adhesion, receptor, intracellular, cell_surface, plasma_membrane, adhesion	transmembrane, plasma_membrane_transmembrane, cell_adhesion, receptor, transmembrane_predicted, intracellular, cell_surface, plasma_membrane, adhesion	4	TRUE	UniProt, Membranome, Cellinker, Phobius, ComPPI, OmniPath, Surfaceome, Ramilowski_location	NA
Ism1	2	protein	secreted, ligand	secreted, ligand	4	FALSE	OmniPath, UniProt, Matrisome, HPA_secretome	NA
Ism2	12	protein	intracellular, ligand, secreted	intracellular, ligand, secreted	4	FALSE	OmniPath, Matrisome, UniProt, HPA_secretome, ComPPI	NA
Isoc1	18	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Isoc2a	7	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Isoc2b	7	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Ist1	8	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Isx	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	CollecTRI;ExTRI_CollecTRI
Isy1	6	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell, LOCATE	NA
Isyna1	8	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	NA
Itch	2	protein	transmembrane, plasma_membrane, intracellular	transmembrane, plasma_membrane, intracellular	3	TRUE	Ramilowski_location, OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	NA
Itfg1	8	protein	secreted, cell_surface, transmembrane_phobius, transmembrane_tmhmm, intracellular, transmembrane, plasma_membrane_transmembrane, transmembrane_sosui, transmembrane_predicted	secreted, cell_surface, transmembrane_predicted, intracellular, transmembrane, plasma_membrane_transmembrane	6	TRUE	OmniPath, Surfaceome, Almen2009, ComPPI, UniProt, CSPA, Phobius, Ramilowski_location, TopDB	NA
Itfg2	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Itga1	13	protein	receptor, cell_surface, transmembrane_predicted, transmembrane, plasma_membrane_transmembrane, plasma_membrane, cell_adhesion, integrin, matrix_adhesion, transmembrane_tmhmm, intracellular, extracellular, ecm, growth_factor, adhesion, transmembrane_phobius	receptor, cell_surface, transmembrane, plasma_membrane_transmembrane, plasma_membrane, cell_adhesion, matrix_adhesion, transmembrane_predicted, intracellular, extracellular, adhesion	14	TRUE	ICELLNET, connectomeDB2020, OmniPath, UniProt, GO_Intercell, Membranome, Cellinker, EMBRACE, Almen2009, Surfaceome, TopDB, scConnect, talklr, CellPhoneDB, CSPA, iTALK, LOCATE, Zhong2015, DGIdb, CellCellInteractions, CellTalkDB, Ramilowski_location, Phobius, Integrins, OPM, Adhesome, LRdb, Ramilowski2015	NA
Itga10	3	protein	adhesion, intracellular, receptor, integrin, transmembrane, plasma_membrane_transmembrane, matrix_adhesion, transmembrane_predicted, extracellular, transmembrane_phobius, ecm, cell_surface, transmembrane_tmhmm, itab, integrins	adhesion, intracellular, receptor, matrix_adhesion, transmembrane, plasma_membrane_transmembrane, extracellular, transmembrane_predicted, cell_surface	14	TRUE	OmniPath, connectomeDB2020, HPMR, UniProt, Almen2009, ICELLNET, CellPhoneDB, GO_Intercell, Membranome, Integrins, talklr, Ramilowski2015, Surfaceome, Adhesome, LRdb, CSPA, LOCATE, Zhong2015, iTALK, CellTalkDB, CellCellInteractions, Ramilowski_location, scConnect, Phobius	NA
Itga11	9	protein	transmembrane, adhesion, receptor, integrin, plasma_membrane_transmembrane, cell_surface, transmembrane_tmhmm, matrix_adhesion, extracellular, ecm, itb_4, intracellular, transmembrane_phobius, transmembrane_predicted, transmembrane_sosui, integrins	transmembrane, adhesion, receptor, matrix_adhesion, plasma_membrane_transmembrane, cell_surface, transmembrane_predicted, extracellular, intracellular	15	TRUE	Ramilowski_location, MCAM, GO_Intercell, CellTalkDB, OmniPath, Almen2009, HPMR, UniProt, connectomeDB2020, Adhesome, talklr, CellPhoneDB, CSPA, Integrins, Surfaceome, iTALK, LOCATE, TopDB, ICELLNET, Zhong2015, EMBRACE, Membranome, Ramilowski2015, Phobius, LRdb, CellCellInteractions, scConnect	NA
Itga2	13	protein	transmembrane, cell_adhesion, extracellular, transmembrane_tmhmm, adhesion, ecm, cell_surface, receptor, matrix_adhesion, intracellular, plasma_membrane_transmembrane, integrin, transmembrane_phobius, growth_factor, transmembrane_predicted, plasma_membrane	transmembrane, cell_adhesion, extracellular, transmembrane_predicted, adhesion, receptor, cell_surface, matrix_adhesion, intracellular, plasma_membrane_transmembrane, plasma_membrane	15	TRUE	TopDB, OmniPath, Almen2009, Adhesome, ICELLNET, Ramilowski2015, Zhong2015, connectomeDB2020, LRdb, CSPA, iTALK, GO_Intercell, UniProt, LOCATE, Cellinker, Phobius, CellPhoneDB, scConnect, Membranome, CellTalkDB, ComPPI, CellCellInteractions, EMBRACE, talklr, Integrins, Surfaceome, Ramilowski_location, DGIdb	NA
Itga2b	11	protein	cell_adhesion, transmembrane, intracellular, receptor, transmembrane_tmhmm, matrix_adhesion, integrin, plasma_membrane_transmembrane, cell_surface, ecm, extracellular, plasma_membrane, adhesion, itb_4, transmembrane_phobius, integrins, transmembrane_predicted	cell_adhesion, transmembrane, intracellular, receptor, transmembrane_predicted, matrix_adhesion, plasma_membrane_transmembrane, cell_surface, extracellular, plasma_membrane, adhesion	16	TRUE	Cellinker, UniProt, GO_Intercell, LOCATE, OmniPath, iTALK, EMBRACE, Almen2009, Phobius, Zhong2015, OPM, CellTalkDB, Integrins, HPMR, scConnect, CellCellInteractions, Membranome, talklr, CellPhoneDB, connectomeDB2020, ICELLNET, TopDB, CSPA, DGIdb, Surfaceome, LRdb, ComPPI, Ramilowski_location, Ramilowski2015	NA
